      0.00000000      0.20833333      0.15000000      0.16666667      0.17500000      0.15833333      0.15833333      0.15833333      0.24166667      0.22500000 
      0.18333333      0.22500000      0.20000000      0.19166667      0.25000000      0.23333333      0.24166667      0.13333333      0.14166667      0.15833333 
      0.15833333      0.22500000      0.20000000      0.19166667      0.13333333      0.22500000      0.13333333      0.20000000      0.16666667      0.17500000 
      0.19166667      0.27500000      0.15833333      0.17500000      0.20000000      0.15833333      0.23333333      0.11666667      0.20000000      0.18333333 
      0.19166667      0.21666667      0.18333333      0.27500000      0.17500000      0.17500000      0.15833333      0.22500000      0.25833333      0.10833333 
      0.21666667      0.11666667      0.22500000      0.17500000      0.15000000      0.17500000      0.25833333      0.21666667      0.18333333      0.22500000 
      0.15000000      0.20000000      0.21666667      0.20000000      0.20000000      0.17500000      0.19166667      0.15000000      0.17500000      0.18333333 
      0.09166667      0.23333333      0.20000000      0.16666667      0.20000000      0.20833333      0.22500000      0.17500000      0.22500000      0.16666667 
      0.20833333      0.17500000      0.17500000      0.25833333      0.24166667      0.23333333      0.22500000      0.21666667      0.20833333      0.20833333 
      0.28333333      0.13333333      0.21666667      0.20833333      0.17500000      0.17500000      0.16666667      0.14166667      0.20833333      0.20833333 
      0.19166667      0.17500000      0.20000000      0.25833333      0.18333333      0.28333333      0.19166667      0.23333333      0.25000000      0.26666667 
      0.21666667      0.21666667      0.30000000      0.19166667      0.26666667      0.21666667      0.25833333      0.14166667      0.19166667      0.29166667 
      0.17500000      0.24166667      0.15833333      0.21666667      0.17500000      0.20000000      0.23333333      0.19166667      0.20000000      0.25000000 
      0.20000000      0.21666667      0.21666667      0.22500000      0.28333333      0.28333333      0.20833333      0.24166667      0.27500000      0.25000000 
      0.26666667      0.25000000      0.32500000      0.20000000      0.32500000      0.33333333      0.22500000      0.19166667      0.25833333      0.20000000 
      0.26666667      0.23333333      0.16666667      0.28333333      0.26666667      0.25000000      0.25000000      0.25833333      0.27500000      0.19166667 
      0.25000000      0.15000000      0.20833333      0.19166667      0.24166667      0.20000000      0.28333333      0.26666667      0.25833333      0.25000000 
      0.21666667      0.25000000      0.25000000      0.29166667      0.16666667      0.22500000      0.26666667      0.13333333      0.21666667      0.26666667 
      0.29166667      0.32500000      0.25000000      0.37500000      0.36666667      0.21666667      0.20833333      0.28333333      0.31666667      0.18333333 
      0.28333333      0.20000000      0.28333333      0.24166667      0.20833333      0.24166667      0.24166667      0.29166667      0.29166667      0.22500000 
      0.16666667      0.30833333      0.28333333      0.30000000      0.21666667      0.25000000      0.27500000      0.27500000      0.25833333      0.23333333 
      0.20833333      0.21666667      0.27500000      0.22500000      0.26666667      0.26666667      0.27500000      0.26666667      0.25833333      0.26666667 
      0.25833333      0.18333333      0.19166667      0.16666667      0.29166667      0.25000000      0.28333333      0.28333333      0.24166667      0.25000000 
      0.28333333      0.20833333      0.26666667      0.30833333      0.27500000      0.30833333      0.22500000      0.24166667      0.30833333      0.25000000 
      0.29166667      0.30000000      0.26666667      0.32500000      0.28333333      0.13333333      0.25000000      0.21666667      0.23333333      0.29166667 
      0.22500000      0.32500000      0.38333333      0.26666667      0.29166667      0.30000000      0.29166667      0.24166667      0.29166667      0.28333333 
      0.24166667      0.25833333      0.30833333      0.26666667      0.37500000      0.17500000      0.21666667      0.23333333      0.25833333      0.26666667 
      0.21666667      0.27500000      0.30000000      0.31666667      0.30000000      0.32500000      0.32500000      0.33333333      0.25000000      0.28333333 
      0.30833333      0.39166667      0.28333333      0.25833333      0.26666667      0.29166667      0.19166667      0.21666667      0.32500000      0.32500000 
      0.25000000      0.36666667      0.24166667      0.25000000      0.30000000      0.25833333      0.24166667      0.31666667      0.31666667      0.28333333 
      0.25000000      0.21666667      0.34166667      0.22500000      0.34166667      0.30000000      0.20833333      0.31666667      0.24166667      0.25833333 
      0.27500000      0.34166667      0.28333333      0.20000000      0.25833333      0.20000000      0.20833333      0.23333333      0.20833333      0.19166667 
